('0', 'null'),
('35003', 'null'),
('35004', 'null'),
('35005', 'null'),
('35006', 'null'),
('35007', 'null'),
('35008', 'null'),
('35009', 'null'),
('35010', 'null'),
('35011', 'null'),
('35012', 'null'),
('35013', 'null'),
('35014', 'null'),
('35015', 'crate'),
('35016', 'null'),
('35017', 'barrel'),
('35018', 'null'),
('35019', 'null'),
('35020', 'null'),
('35021', 'null'),
('35022', 'null'),
('35023', 'null'),
('35024', 'null'),
('35025', 'null'),
('35026', 'null'),
('35027', 'null'),
('35028', 'null'),
('35029', 'null'),
('35030', 'null'),
('35031', 'null'),
('35032', 'null'),
('35033', 'null'),
('35034', 'null'),
('35035', 'null'),
('35036', 'null'),
('35037', 'null'),
('35038', 'null'),
('35039', 'null'),
('35040', 'null'),
('35041', 'null'),
('35042', 'null'),
('35043', 'null'),
('35044', 'null'),
('35045', 'null'),
('35046', 'null'),
('35047', 'null'),
('35048', 'null'),
('35049', 'null'),
('35050', 'null'),
('35051', 'null'),
('35052', 'null'),
('35053', 'null'),
('35054', 'null'),
('35055', 'null'),
('35056', 'null'),
('35057', 'null'),
('35058', 'null'),
('35059', 'null'),
('35060', 'null'),
('35061', 'null'),
('35062', 'null'),
('35063', 'null'),
('35064', 'null'),
('35065', 'null'),
('35066', 'null'),
('35067', 'null'),
('35068', 'null'),
('35069', 'null'),
('35070', 'null'),
('35071', 'null'),
('35072', 'null'),
('35073', 'null'),
('35074', 'null'),
('35075', 'null'),
('35076', 'null'),
('35077', 'Tent'),
('35078', 'Ogre Coffin'),
('35079', 'Ogre Coffin'),
('35080', 'Ogre Coffin'),
('35081', 'Ogre Coffin'),
('35082', 'Ogre Coffin'),
('35083', 'Ogre Coffin'),
('35084', 'Ogre Coffin'),
('35085', 'Ogre Coffin'),
('35086', 'Statue'),
('35087', 'Statue'),
('35088', 'null'),
('35089', 'null'),
('35090', 'null'),
('35091', 'null'),
('35092', 'null'),
('35093', 'null'),
('35094', 'null'),
('35095', 'Fremennik boat'),
('35096', 'null'),
('35097', 'null'),
('35098', 'null'),
('35099', 'null'),
('35100', 'null'),
('35101', 'Torch'),
('35102', 'Torch'),
('35103', 'null'),
('35104', 'null'),
('35105', 'null'),
('35106', 'null'),
('35107', 'null'),
('35108', 'null'),
('35109', 'null'),
('35110', 'null'),
('35111', 'null'),
('35112', 'null'),
('35113', 'null'),
('35114', 'null'),
('35115', 'null'),
('35116', 'null'),
('35117', 'null'),
('35118', 'null'),
('35119', 'null'),
('35120', 'null'),
('35121', 'Stairs'),
('35122', 'Closed chest'),
('35123', 'Open chest'),
('35124', 'null'),
('35125', 'Ladder'),
('35126', 'Tunnel'),
('35127', 'Tunnel'),
('35128', 'null'),
('35129', 'null'),
('35130', 'null'),
('35131', 'null'),
('35132', 'null'),
('35133', 'Wardrobe'),
('35134', 'Wardrobe'),
('35135', 'Wardrobe'),
('35136', 'Wardrobe'),
('35137', 'null'),
('35138', 'null'),
('35139', 'null'),
('35140', 'Pillar'),
('35141', 'Pillar'),
('35142', 'null'),
('35143', 'null'),
('35144', 'null'),
('35145', 'Flag'),
('35146', 'Door'),
('35147', 'null'),
('35148', 'Boxes'),
('35149', 'Chair'),
('35150', 'Rat barrel'),
('35151', 'Rat barrel'),
('35152', 'null'),
('35153', 'null'),
('35154', 'null'),
('35155', 'null'),
('35156', 'A bunk bed'),
('35157', 'null'),
('35158', 'Rift'),
('35159', 'Rift'),
('35160', 'null'),
('35161', 'null'),
('35162', 'null'),
('35163', 'null'),
('35164', 'null'),
('35165', 'null'),
('35166', 'null'),
('35167', 'null'),
('35168', 'null'),
('35169', 'null'),
('35170', 'null'),
('35171', 'null'),
('35172', 'null'),
('35173', 'null'),
('35174', 'null'),
('35175', 'null'),
('35176', 'null'),
('35177', 'null'),
('35178', 'null'),
('35179', 'null'),
('35180', 'null'),
('35181', 'null'),
('35182', 'null'),
('35183', 'null'),
('35184', 'null'),
('35185', 'null'),
('35186', 'null'),
('35187', 'null'),
('35188', 'null'),
('35189', 'null'),
('35190', 'null'),
('35191', 'null'),
('35192', 'Boat'),
('35193', 'null'),
('35194', 'null'),
('35195', 'null'),
('35196', 'null'),
('35197', 'null'),
('35198', 'null'),
('35199', 'null'),
('35200', 'null'),
('35201', 'null'),
('35202', 'null'),
('35203', 'null'),
('35204', 'null'),
('35205', 'null'),
('35206', 'null'),
('35207', 'null'),
('35208', 'null'),
('35209', 'null'),
('35210', 'null'),
('35211', 'null'),
('35212', 'null'),
('35213', 'null'),
('35214', 'null'),
('35215', 'null'),
('35216', 'null'),
('35217', 'null'),
('35218', 'null'),
('35219', 'null'),
('35220', 'null'),
('35221', 'Bench'),
('35222', 'Cupboard'),
('35223', 'Cupboard'),
('35224', 'Bookcase'),
('35225', 'Bookcase'),
('35226', 'Bookcase'),
('35227', 'Bookcase'),
('35228', 'null'),
('35229', 'null'),
('35230', 'null'),
('35231', 'null'),
('35232', 'null'),
('35233', 'null'),
('35234', 'null'),
('35235', 'null'),
('35236', 'null'),
('35237', 'null'),
('35238', 'null'),
('35239', 'null'),
('35240', 'null'),
('35241', 'Door'),
('35242', 'Door'),
('35243', 'Door'),
('35244', 'null'),
('35245', 'null'),
('35246', 'null'),
('35247', 'null'),
('35248', 'null'),
('35249', 'null'),
('35250', 'null'),
('35251', 'null'),
('35252', 'null'),
('35253', 'null'),
('35254', 'null'),
('35255', 'null'),
('35256', 'null'),
('35257', 'null'),
('35258', 'null'),
('35259', 'null'),
('35260', 'null'),
('35261', 'null'),
('35262', 'null'),
('35263', 'null'),
('35264', 'null'),
('35265', 'null'),
('35266', 'null'),
('35267', 'null'),
('35268', 'null'),
('35269', 'null'),
('35270', 'null'),
('35271', 'null'),
('35272', 'null'),
('35273', 'null'),
('35274', 'null'),
('35275', 'null'),
('35276', 'null'),
('35277', 'null'),
('35278', 'null'),
('35279', 'null'),
('35280', 'null'),
('35281', 'null'),
('35282', 'null'),
('35283', 'null'),
('35284', 'null'),
('35285', 'null'),
('35286', 'null'),
('35287', 'null'),
('35288', 'null'),
('35289', 'null'),
('35290', 'null'),
('35291', 'null'),
('35292', 'null'),
('35293', 'null'),
('35294', 'null'),
('35295', 'null'),
('35296', 'null'),
('35297', 'null'),
('35298', 'null'),
('35299', 'null'),
('35300', 'null'),
('35301', 'null'),
('35302', 'null'),
('35303', 'null'),
('35304', 'null'),
('35305', 'null'),
('35306', 'null'),
('35307', 'null'),
('35308', 'null'),
('35309', 'null'),
('35310', 'null'),
('35311', 'null'),
('35312', 'null'),
('35313', 'null'),
('35314', 'null'),
('35315', 'null'),
('35316', 'null'),
('35317', 'null'),
('35318', 'null'),
('35319', 'null'),
('35320', 'null'),
('35321', 'null'),
('35322', 'null'),
('35323', 'null'),
('35324', 'null'),
('35325', 'null'),
('35326', 'null'),
('35327', 'null'),
('35328', 'null'),
('35329', 'null'),
('35330', 'null'),
('35331', 'null'),
('35332', 'null'),
('35333', 'null'),
('35334', 'null'),
('35335', 'null'),
('35336', 'null'),
('35337', 'null'),
('35338', 'null'),
('35339', 'null'),
('35340', 'null'),
('35341', 'null'),
('35342', 'null'),
('35343', 'null'),
('35344', 'null'),
('35345', 'null'),
('35346', 'null'),
('35347', 'null'),
('35348', 'null'),
('35349', 'null'),
('35350', 'null'),
('35351', 'null'),
('35352', 'null'),
('35353', 'null'),
('35354', 'null'),
('35355', 'null'),
('35356', 'null'),
('35357', 'null'),
('35358', 'null'),
('35359', 'null'),
('35360', 'null'),
('35361', 'null'),
('35362', 'null'),
('35363', 'null'),
('35364', 'null'),
('35365', 'null'),
('35366', 'null'),
('35367', 'null'),
('35368', 'null'),
('35369', 'null'),
('35370', 'null'),
('35371', 'null'),
('35372', 'null'),
('35373', 'null'),
('35374', 'null'),
('35375', 'null'),
('35376', 'null'),
('35377', 'null'),
('35378', 'null'),
('35379', 'Mushroom'),
('35380', 'Mushrooms'),
('35381', 'null'),
('35382', 'null'),
('35383', 'Bed'),
('35384', 'Bed'),
('35385', 'Painting'),
('35386', 'Dragon's head'),
('35387', 'Clothes equipment'),
('35388', 'Bow cabinet'),
('35389', 'null'),
('35390', 'null'),
('35391', 'null'),
('35392', 'null'),
('35393', 'null'),
('35394', 'null'),
('35395', 'null'),
('35396', 'null'),
('35397', 'null'),
('35398', 'null'),
('35399', 'null'),
('35400', 'Shantay Pass'),
('35401', 'Jail Door'),
('35402', 'null'),
('35403', 'null'),
('35404', 'null'),
('35405', 'null'),
('35406', 'null'),
('35407', 'null'),
('35408', 'null'),
('35409', 'null'),
('35410', 'null'),
('35411', 'null'),
('35412', 'null'),
('35413', 'null'),
('35414', 'null'),
('35415', 'null'),
('35416', 'Cactus'),
('35417', 'Cactus'),
('35418', 'Cactus'),
('35419', 'Cactus'),
('35420', 'Cactus'),
('35421', 'Cactus'),
('35422', 'Cactus'),
('35423', 'Cactus'),
('35424', 'Cactus'),
('35425', 'Cactus'),
('35426', 'Cactus'),
('35427', 'Cactus'),
('35428', 'Cactus'),
('35429', 'Cactus'),
('35430', 'Cactus'),
('35431', 'null'),
('35432', 'Plant'),
('35433', 'null'),
('35434', 'null'),
('35435', 'null'),
('35436', 'null'),
('35437', 'Gem stall'),
('35438', 'Information'),
('35439', 'Gnome glider'),
('35440', 'null'),
('35441', 'null'),
('35442', 'null'),
('35443', 'null'),
('35444', 'null'),
('35445', 'null'),
('35446', 'null'),
('35447', 'null'),
('35448', 'Kebab cooker'),
('35449', 'Fireplace'),
('35450', 'null'),
('35451', 'Chair'),
('35452', 'Throne'),
('35453', 'Palatial table'),
('35454', 'Opulent table'),
('35455', 'Mini-table'),
('35456', 'A display case'),
('35457', 'Large urns'),
('35458', 'Urns'),
('35459', 'null'),
('35460', 'null'),
('35461', 'null'),
('35462', 'null'),
('35463', 'null'),
('35464', 'null'),
('35465', 'null'),
('35466', 'null'),
('35467', 'null'),
('35468', 'null'),
('35469', 'Carved fountain'),
('35470', 'Ornate Chest'),
('35471', 'Ornate chest'),
('35472', 'null'),
('35473', 'null'),
('35474', 'Divan'),
('35475', 'null'),
('35476', 'null'),
('35477', 'null'),
('35478', 'null'),
('35479', 'null'),
('35480', 'null'),
('35481', 'null'),
('35482', 'null'),
('35483', 'null'),
('35484', 'null'),
('35485', 'null'),
('35486', 'null'),
('35487', 'null'),
('35488', 'null'),
('35489', 'null'),
('35490', 'null'),
('35491', 'null'),
('35492', 'null'),
('35493', 'null'),
('35494', 'null'),
('35495', 'null'),
('35496', 'null'),
('35497', 'null'),
('35498', 'null'),
('35499', 'null'),
('35500', 'null'),
('35501', 'null'),
('35502', 'null'),
('35503', 'null'),
('35504', 'null'),
('35505', 'null'),
('35506', 'null'),
('35507', 'null'),
('35508', 'null'),
('35509', 'null'),
('35510', 'null'),
('35511', 'null'),
('35512', 'null'),
('35513', 'null'),
('35514', 'null'),
('35515', 'null'),
('35516', 'Steps'),
('35517', 'Steps'),
('35518', 'Steps'),
('35519', 'null'),
('35520', 'Large door'),
('35521', 'null'),
('35522', 'null'),
('35523', 'null'),
('35524', 'null'),
('35525', 'Werewolf statue'),
('35526', 'Statue'),
('35527', 'null'),
('35528', 'null'),
('35529', 'null'),
('35530', 'null'),
('35531', 'null'),
('35532', 'null'),
('35533', 'Staircase'),
('35534', 'Staircase'),
('35535', 'null'),
('35536', 'null'),
('35537', 'null'),
('35538', 'null'),
('35539', 'null'),
('35540', 'Cell door'),
('35541', 'Cell door'),
('35542', 'Shantay Pass'),
('35543', 'Shantay Pass'),
('35544', 'Shantay Pass'),
('35545', 'Shantay Pass'),
('35546', 'Shantay Pass'),
('35547', 'Shantay Pass'),
('35548', 'Shantay Pass'),
('35549', 'Gate'),
('35550', 'Gate'),
('35551', 'Gate'),
('35552', 'Gate'),
('35553', 'null'),
('35554', 'null'),
('35555', 'Danger sign'),
('35556', 'null'),
('35557', 'null'),
('35558', 'null'),
('35559', 'null'),
('35560', 'null'),
('35561', 'null'),
('35562', 'null'),
('35563', 'null'),
('35564', 'null'),
('35565', 'null'),
('35566', 'null'),
('35567', 'null'),
('35568', 'null'),
('35569', 'null'),
('35570', 'null'),
('35571', 'null'),
('35572', 'null'),
('35573', 'null'),
('35574', 'null'),
('35575', 'null'),
('35576', 'null'),
('35577', 'null'),
('35578', 'null'),
('35579', 'null'),
('35580', 'null'),
('35581', 'null'),
('35582', 'null'),
('35583', 'null'),
('35584', 'null'),
('35585', 'null'),
('35586', 'null'),
('35587', 'null'),
('35588', 'null'),
('35589', 'null'),
('35590', 'null'),
('35591', 'null'),
('35592', 'null'),
('35593', 'null'),
('35594', 'null'),
('35595', 'null'),
('35596', 'null'),
('35597', 'null'),
('35598', 'null'),
('35599', 'null'),
('35600', 'null'),
('35601', 'null'),
('35602', 'null'),
('35603', 'null'),
('35604', 'null'),
('35605', 'null'),
('35606', 'null'),
('35607', 'null'),
('35608', 'null'),
('35609', 'null'),
('35610', 'null'),
('35611', 'null'),
('35612', 'null'),
('35613', 'null'),
('35614', 'null'),
('35615', 'null'),
('35616', 'null'),
('35617', 'null'),
('35618', 'null'),
('35619', 'null'),
('35620', 'null'),
('35621', 'null'),
('35622', 'null'),
('35623', 'null'),
('35624', 'null'),
('35625', 'null'),
('35626', 'null'),
('35627', 'null'),
('35628', 'null'),
('35629', 'null'),
('35630', 'Door'),
('35631', 'Door'),
('35632', 'null'),
('35633', 'null'),
('35634', 'null'),
('35635', 'null'),
('35636', 'null'),
('35637', 'null'),
('35638', 'null'),
('35639', 'Shelf'),
('35640', 'Shelf'),
('35641', 'Shelf'),
('35642', 'Round table'),
('35643', 'null'),
('35644', 'null'),
('35645', 'Stairs'),
('35646', 'Stairs'),
('35647', 'Bank booth'),
('35648', 'Bank booth'),
('35649', 'Sign'),
('35650', 'Cushioned chair'),
('35651', 'Cushioned chair'),
('35652', 'Cushioned chair'),
('35653', 'Cushioned chair'),
('35654', 'Cushioned chair'),
('35655', 'Cushioned chair'),
('35656', 'Cushioned chair'),
('35657', 'Padded chair'),
('35658', 'Padded chair'),
('35659', 'Padded chair'),
('35660', 'Padded chair'),
('35661', 'Padded chair'),
('35662', 'Stone table'),
('35663', 'Vast table'),
('35664', 'Messy table'),
('35665', 'Crescent table'),
('35666', 'null'),
('35667', 'Large bed'),
('35668', 'Small bed'),
('35669', 'Stylish stool'),
('35670', 'Ornate vase'),
('35671', 'Well'),
('35672', 'Ladder'),
('35673', 'Ladder'),
('35674', 'null'),
('35675', 'null'),
('35676', 'null'),
('35677', 'null'),
('35678', 'null'),
('35679', 'null'),
('35680', 'null'),
('35681', 'null'),
('35682', 'null'),
('35683', 'null'),
('35684', 'null'),
('35685', 'null'),
('35686', 'null'),
('35687', 'null'),
('35688', 'null'),
('35689', 'null'),
('35690', 'null'),
('35691', 'null'),
('35692', 'null'),
('35693', 'null'),
('35694', 'null'),
('35695', 'null'),
('35696', 'null'),
('35697', 'null'),
('35698', 'null'),
('35699', 'null'),
('35700', 'null'),
('35701', 'null'),
('35702', 'null'),
('35703', 'null'),
('35704', 'null'),
('35705', 'null'),
('35706', 'null'),
('35707', 'null'),
('35708', 'null'),
('35709', 'null'),
('35710', 'null'),
('35711', 'null'),
('35712', 'null'),
('35713', 'null'),
('35714', 'null'),
('35715', 'null'),
('35716', 'null'),
('35717', 'null'),
('35718', 'null'),
('35719', 'null'),
('35720', 'null'),
('35721', 'null'),
('35722', 'null'),
('35723', 'null'),
('35724', 'null'),
('35725', 'null'),
('35726', 'null'),
('35727', 'null'),
('35728', 'null'),
('35729', 'null'),
('35730', 'null'),
('35731', 'null'),
('35732', 'null'),
('35733', 'null'),
('35734', 'null'),
('35735', 'null'),
('35736', 'null'),
('35737', 'null'),
('35738', 'null'),
('35739', 'null'),
('35740', 'null'),
('35741', 'null'),
('35742', 'null'),
('35743', 'null'),
('35744', 'null'),
('35745', 'null'),
('35746', 'null'),
('35747', 'null'),
('35748', 'null'),
('35749', 'null'),
('35750', 'null'),
('35751', 'Bookcase'),
('35752', 'null'),
('35753', 'Shield'),
('35754', 'Bookcase'),
('35755', 'Bookcase'),
('35756', 'Bookcase'),
('35757', 'Wardrobe'),
('35758', 'Cabinet'),
('35759', 'Cabinet'),
('35760', 'Cabinet'),
('35761', 'Cabinet'),
('35762', 'Sink'),
('35763', 'Bookcase'),
('35764', 'Desk'),
('35765', 'Smashed table'),
('35766', 'Bed'),
('35767', 'Bunk bed'),
('35768', 'null'),
('35769', 'null'),
('35770', 'null'),
('35771', 'null'),
('35772', 'null'),
('35773', 'null'),
('35774', 'null'),
('35775', 'null'),
('35776', 'null'),
('35777', 'null'),
('35778', 'null'),
('35779', 'null'),
('35780', 'null'),
('35781', 'Staircase'),
('35782', 'Staircase'),
('35783', 'Staircase'),
('35784', 'Crates'),
('35785', 'Crates'),
('35786', 'null'),
('35787', 'null'),
('35788', 'null'),
('35789', 'null'),
('35790', 'null'),
('35791', 'null'),
('35792', 'null'),
('35793', 'null'),
('35794', 'null'),
('35795', 'null'),
('35796', 'null'),
('35797', 'null'),
('35798', 'null'),
('35799', 'null'),
('35800', 'null'),
('35801', 'null'),
('35802', 'null'),
('35803', 'null'),
('35804', 'null'),
('35805', 'null'),
('35806', 'null'),
('35807', 'null'),
('35808', 'null'),
('35809', 'null'),
('35810', 'null'),
('35811', 'null'),
('35812', 'null'),
('35813', 'null'),
('35814', 'null'),
('35815', 'null'),
('35816', 'null'),
('35817', 'null'),
('35818', 'null'),
('35819', 'null'),
('35820', 'null'),
('35821', 'null'),
('35822', 'null'),
('35823', 'null'),
('35824', 'null'),
('35825', 'null'),
('35826', 'null'),
('35827', 'null'),
('35828', 'null'),
('35829', 'null'),
('35830', 'null'),
('35831', 'null'),
('35832', 'null'),
('35833', 'null'),
('35834', 'null'),
('35835', 'null'),
('35836', 'null'),
('35837', 'null'),
('35838', 'null'),
('35839', 'null'),
('35840', 'null'),
('35841', 'null'),
('35842', 'null'),
('35843', 'null'),
('35844', 'null'),
('35845', 'null'),
('35846', 'null'),
('35847', 'null'),
('35848', 'null'),
('35849', 'null'),
('35850', 'null'),
('35851', 'null'),
('35852', 'null'),
('35853', 'null'),
('35854', 'null'),
('35855', 'null'),
('35856', 'null'),
('35857', 'null'),
('35858', 'null'),
('35859', 'null'),
('35860', 'null'),
('35861', 'null'),
('35862', 'null'),
('35863', 'null'),
('35864', 'null'),
('35865', 'null'),
('35866', 'null'),
('35867', 'null'),
('35868', 'null'),
('35869', 'null'),
('35870', 'null'),
('35871', 'null'),
('35872', 'null'),
('35873', 'null'),
('35874', 'null'),
('35875', 'null'),
('35876', 'null'),
('35877', 'null'),
('35878', 'null'),
('35879', 'null'),
('35880', 'null'),
('35881', 'null'),
('35882', 'null'),
('35883', 'null'),
('35884', 'null'),
('35885', 'null'),
('35886', 'null'),
('35887', 'null'),
('35888', 'null'),
('35889', 'null'),
('35890', 'null'),
('35891', 'null'),
('35892', 'null'),
('35893', 'null'),
('35894', 'null'),
('35895', 'null'),
('35896', 'null'),
('35897', 'null'),
('35898', 'null'),
('35899', 'null'),
('35900', 'null'),
('35901', 'null'),
('35902', 'null'),
('35903', 'null'),
('35904', 'null'),
('35905', 'null'),
('35906', 'null'),
('35907', 'bannister end'),
('35908', 'null'),
('35909', 'null'),
('35910', 'null'),
('35911', 'null'),
('35912', 'null'),
('35913', 'null'),
('35914', 'null'),
('35915', 'null'),
('35916', 'null'),
('35917', 'null'),
('35918', 'null'),
('35919', 'null'),
('35920', 'null'),
('35921', 'null'),
('35922', 'null'),
('35923', 'null'),
('35924', 'null'),
('35925', 'null'),
('35926', 'null'),
('35927', 'null'),
('35928', 'null'),
('35929', 'null'),
('35930', 'Mithril door'),
('35931', 'Dairy churn'),
('35932', 'null'),
('35933', 'null'),
('35934', 'null'),
('35935', 'null'),
('35936', 'null'),
('35937', 'null'),
('35938', 'null'),
('35939', 'null'),
('35940', 'null'),
('35941', 'null'),
('35942', 'null'),
('35943', 'null'),
('35944', 'null'),
('35945', 'null'),
('35946', 'null'),
('35947', 'null'),
('35948', 'null'),
('35949', 'null'),
('35950', 'null'),
('35951', 'null'),
('35952', 'null'),
('35953', 'null'),
('35954', 'null'),
('35955', 'null'),
('35956', 'null'),
('35957', 'null'),
('35958', 'null'),
('35959', 'null'),
('35960', 'null'),
('35961', 'null'),
('35962', 'null'),
('35963', 'null'),
('35964', 'null'),
('35965', 'null'),
('35966', 'Rope swing'),
('35967', 'Rope swing'),
('35968', 'Rock'),
('35969', 'Balancing ledge'),
('35970', 'Tree branch'),
('35971', 'null'),
('35972', 'null'),
('35973', 'null'),
('35974', 'null'),
('35975', 'null'),
('35976', 'null'),
('35977', 'null'),
('35978', 'null'),
('35979', 'null'),
('35980', 'null'),
('35981', 'null'),
('35982', 'null'),
('35983', 'null'),
('35984', 'null'),
('35985', 'null'),
('35986', 'null'),
('35987', 'null'),
('35988', 'null'),
('35989', 'long walkway'),
('35990', 'null'),
('35991', 'Door'),
('35992', 'Door'),
('35993', 'null'),
('35994', 'null'),
('35995', 'null'),
('35996', 'Stepping stone'),
('35997', 'Log balance'),
('35998', 'Log balance'),
('35999', 'Log balance'),
('36000', 'Cave entrance'),
('36001', 'Hanging log'),
('36002', 'Smokey well'),
('36003', 'Rift'),
('36004', 'null'),
('36005', 'null'),
('36006', 'null'),
('36007', 'null'),
('36008', 'null'),
('36009', 'null'),
('36010', 'null'),
('36011', 'null'),
('36012', 'null'),
('36013', 'null'),
('36014', 'null'),
('36015', 'null'),
('36016', 'null'),
('36017', 'null'),
('36018', 'null'),
('36019', 'null'),
('36020', 'null'),
('36021', 'Door'),
('36022', 'Door'),
('36023', 'null'),
('36024', 'null'),
('36025', 'null'),
('36026', 'null'),
('36027', 'null'),
('36028', 'null'),
('36029', 'null'),
('36030', 'null'),
('36031', 'null'),
('36032', 'null'),
('36033', 'null'),
('36034', 'null'),
('36035', 'null'),
('36036', 'null'),
('36037', 'null'),
('36038', 'null'),
('36039', 'null'),
('36040', 'null'),
('36041', 'null'),
('36042', 'null'),
('36043', 'null'),
('36044', 'null'),
('36045', 'null'),
('36046', 'null'),
('36047', 'null'),
('36048', 'null'),
('36049', 'null'),
('36050', 'null'),
('36051', 'null'),
('36052', 'null'),
('36053', 'null'),
('36054', 'null'),
('36055', 'null'),
('36056', 'null'),
('36057', 'null'),
('36058', 'null'),
('36059', 'null'),
('36060', 'null'),
('36061', 'null'),
('36062', 'null'),
('36063', 'null'),
('36064', 'null'),
('36065', 'null'),
('36066', 'null'),
('36067', 'null'),
('36068', 'null'),
('36069', 'null'),
('36070', 'null'),
('36071', 'null'),
('36072', 'null'),
('36073', 'null'),
('36074', 'null'),
('36075', 'null'),
('36076', 'null'),
('36077', 'null'),
('36078', 'null'),
('36079', 'null'),
('36080', 'null'),
('36081', 'null'),
('36082', 'null'),
('36083', 'null'),
('36084', 'null'),
('36085', 'null'),
('36086', 'null'),
('36087', 'null'),
('36088', 'null'),
('36089', 'null'),
('36090', 'null'),
('36091', 'null'),
('36092', 'null'),
('36093', 'null'),
('36094', 'null'),
('36095', 'null'),
('36096', 'null'),
('36097', 'null'),
('36098', 'null'),
('36099', 'null'),
('36100', 'null'),
('36101', 'null'),
('36102', 'null'),
('36103', 'null'),
('36104', 'null'),
('36105', 'null'),
('36106', 'null'),
('36107', 'null'),
('36108', 'null'),
('36109', 'null'),
('36110', 'null'),
('36111', 'null'),
('36112', 'null'),
('36113', 'null'),
('36114', 'null'),
('36115', 'null'),
('36116', 'null'),
('36117', 'null'),
('36118', 'null'),
('36119', 'null'),
('36120', 'null'),
('36121', 'null'),
('36122', 'null'),
('36123', 'null'),
('36124', 'null'),
('36125', 'null'),
('36126', 'null'),
('36127', 'null'),
('36128', 'null'),
('36129', 'null'),
('36130', 'null'),
('36131', 'null'),
('36132', 'null'),
('36133', 'null'),
('36134', 'null'),
('36135', 'null'),
('36136', 'null'),
('36137', 'null'),
('36138', 'null'),
('36139', 'null'),
('36140', 'null'),
('36141', 'null'),
('36142', 'null'),
('36143', 'null'),
('36144', 'null'),
('36145', 'null'),
('36146', 'null'),
('36147', 'null'),
('36148', 'null'),
('36149', 'null'),
('36150', 'null'),
('36151', 'null'),
('36152', 'null'),
('36153', 'null'),
('36154', 'null'),
('36155', 'null'),
('36156', 'null'),
('36157', 'null'),
('36158', 'null'),
('36159', 'null'),
('36160', 'null'),
('36161', 'null'),
('36162', 'null'),
('36163', 'null'),
('36164', 'null'),
('36165', 'null'),
('36166', 'null'),
('36167', 'null'),
('36168', 'null'),
('36169', 'null'),
('36170', 'null'),
('36171', 'null'),
('36172', 'null'),
('36173', 'null'),
('36174', 'null'),
('36175', 'null'),
('36176', 'null'),
('36177', 'null'),
('36178', 'null'),
('36179', 'null'),
('36180', 'null'),
('36181', 'null'),
('36182', 'null'),
('36183', 'null'),
('36184', 'null'),
('36185', 'null'),
('36186', 'null'),
('36187', 'null'),
('36188', 'null'),
('36189', 'null'),
('36190', 'null'),
('36191', 'null'),
('36192', 'null'),
('36193', 'null'),
('36194', 'null'),
('36195', 'null'),
('36196', 'null'),
('36197', 'null'),
('36198', 'null'),
('36199', 'null'),
('36200', 'null'),
('36201', 'null'),
('36202', 'null'),
('36203', 'null'),
('36204', 'null'),
('36205', 'null'),
('36206', 'null'),
('36207', 'null'),
('36208', 'null'),
('36209', 'null'),
('36210', 'null'),
('36211', 'null'),
('36212', 'null'),
('36213', 'null'),
('36214', 'null'),
('36215', 'null'),
('36216', 'null'),
('36217', 'null'),
('36218', 'null'),
('36219', 'null'),
('36220', 'null'),
('36221', 'null'),
('36222', 'null'),
('36223', 'null'),
('36224', 'null'),
('36225', 'null'),
('36226', 'null'),
('36227', 'null'),
('36228', 'null'),
('36229', 'null'),
('36230', 'Flag Banner'),
('36231', 'Flag Banner'),
('36232', 'Flag Banner'),
('36233', 'Flag Banner'),
('36234', 'Flag Banner'),
('36235', 'Flag Banner'),
('36236', 'Flag Banner'),
('36237', 'Flag Banner'),
('36238', 'Flag Banner'),
('36239', 'Flag Banner'),
('36240', 'null'),
('36241', 'null'),
('36242', 'null'),
('36243', 'null'),
('36244', 'null'),
('36245', 'null'),
('36246', 'null'),
('36247', 'null'),
('36248', 'null'),
('36249', 'null'),
('36250', 'null'),
('36251', 'null'),
('36252', 'null'),
('36253', 'null'),
('36254', 'null'),
('36255', 'Table'),
('36256', 'Bed'),
('36257', 'Bed'),
('36258', 'null'),
('36259', 'null'),
('36260', 'null'),
('36261', 'null'),
('36262', 'Bank booth'),
('36263', 'Gold bars'),
('36264', 'null'),
('36265', 'null'),
('36266', 'null'),
('36267', 'null'),
('36268', 'null'),
('36269', 'null'),
('36270', 'null'),
('36271', 'null'),
('36272', 'null'),
('36273', 'Suit of armour'),
('36274', 'null'),
('36275', 'null'),
('36276', 'null'),
('36277', 'null'),
('36278', 'null'),
('36279', 'null'),
('36280', 'null'),
('36281', 'null'),
('36282', 'null'),
('36283', 'null'),
('36284', 'null'),
('36285', 'null'),
('36286', 'null'),
('36287', 'Suit of armour'),
('36288', 'null'),
('36289', 'null'),
('36290', 'null'),
('36291', 'null'),
('36292', 'null'),
('36293', 'null'),
('36294', 'null'),
('36295', 'null'),
('36296', 'null'),
('36297', 'null'),
('36298', 'null'),
('36299', 'null'),
('36300', 'null'),
('36301', 'null'),
('36302', 'null'),
('36303', 'null'),
('36304', 'null'),
('36305', 'null'),
('36306', 'Ladder'),
('36307', 'Rope Ladder'),
('36308', 'Wall'),
('36309', 'null'),
('36310', 'null'),
('36311', 'null'),
('36312', 'Climbing Rope'),
('36313', 'Battlements'),
('36314', 'Battlements'),
('36315', 'Door'),
('36316', 'Door'),
('36317', 'Door'),
('36318', 'Door'),
('36319', 'Door'),
('36320', 'Door'),
('36321', 'null'),
('36322', 'Boxes'),
